ASTM Material,C,Mn,Si,P,S,Cr,Mo,Ni,N,Ti,Nb ,Al,Fe balance (%),Formic acid (HCOOH),Ammonium chloride(NH4Cl),Acetic acid(CH3COOH),Potasium Hydroxide (KOH),Lactic acid ,oxalic acid (COOH)2.2H2O,Phosphric acid (H3PO4),Sulfuric acid (H2SO4),Nitric acid (HNO3),Hydrocloric acid (HCl),Citric acid(HOC(CH2COOH)2COOH.H2O,KHSO4,KNO3,MgCl2.6H2O,Temperature,Behavior,Pitting_label
420,0.15,1,1,0.04,0.03,12,0.5,0.75,0,0,0,0,84.53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
430F,0.12,1.3,1,0.06,0.35,16,0,0,0,0,0,0,81.17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
440C,1.2,1,1,0.04,0.03,16,0.75,0,0,0,0,0,79.98,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
S41500,0.05,1,0.6,0.03,0.03,11.5,0.5,3.5,0,0,0,0,82.79,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
409,0.03,1,1,0.04,0.02,11.5,0,0.5,0.03,0.36,0.17,0,85.35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
430,0.12,1,1,0.04,0.03,16,0,0.75,0,0,0,0,81.06,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
431,0.2,1,1,0.04,0.03,15,0,1.25,0,0,0,0,81.48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
303,0.15,2,1,0.2,0.35,17,0,8,0,0,0,0,71.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
441,0.03,1,1,0.04,0.03,17.5,0,1,0.03,0.1,0.3,0,78.97,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
434,0.12,1,1,0.04,0.03,16,0.75,0,0,0,0,0,81.06,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
630,0.07,1,1,0.04,0.03,15,0,3,0,0,0.15,0,79.71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
631,0.09,1,1,0.04,0.03,16,0,6.5,0,0,0,0.75,74.59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
304,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
305,0.12,2,0.75,0.045,0.03,17,0,10.5,0,0,0,0,69.555,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
304L,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
301,0.15,2,1,0.045,0.03,16,0,6,0.1,0,0,0,74.675,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
304LN,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
304N,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
321,0.08,2,0.75,0.045,0.03,17,0,9,0.1,0.9,0,0,70.095,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
347,0.08,2,0.75,0.045,0.03,17,0,9,0,0,0.8,0,70.295,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
316,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,68.995,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316L,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316LN,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
317L,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
317LN,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
329,0.08,1,0.75,0.04,0.03,23,1,2,0,0,0,0,72.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
S31803,0.03,2,1,0.03,0.02,21,2.5,4.5,0.08,0,0,0,68.84,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316Ti,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0.9,0,0,68.095,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316Cb,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0.8,0,68.195,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
403,0.15,1,0.5,0.04,0.03,11.5,0,0.6,0,0,0,0,86.18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
405,0.08,1,1,0.04,0.03,11.5,0,0.6,0,0,0,0.1,85.65,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
S41050,0.04,1,1,0.045,0.03,10.5,0,0.6,0.1,0,0,0,86.685,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
416,0.15,1.25,1,0.06,0.35,12,0,0,0,0,0,0,85.19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
410,0.15,1,1,0.04,0.03,11.5,0,0.75,0,0,0,0,85.53,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
420,0.15,1,1,0.04,0.03,12,0.5,0.75,0,0,0,0,84.53,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
430F,0.12,1.3,1,0.06,0.35,16,0,0,0,0,0,0,81.17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
440C,1.2,1,1,0.04,0.03,16,0.75,0,0,0,0,0,79.98,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
S41500,0.05,1,0.6,0.03,0.03,11.5,0.5,3.5,0,0,0,0,82.79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
409,0.03,1,1,0.04,0.02,11.5,0,0.5,0.03,0.36,0.17,0,85.35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
430,0.12,1,1,0.04,0.03,16,0,0.75,0,0,0,0,81.06,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
431,0.2,1,1,0.04,0.03,15,0,1.25,0,0,0,0,81.48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
303,0.15,2,1,0.2,0.35,17,0,8,0,0,0,0,71.3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
441,0.03,1,1,0.04,0.03,17.5,0,1,0.03,0.1,0.3,0,78.97,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Poor,0
434,0.12,1,1,0.04,0.03,16,0.75,0,0,0,0,0,81.06,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
630,0.07,1,1,0.04,0.03,15,0,3,0,0,0.15,0,79.71,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
631,0.09,1,1,0.04,0.03,16,0,6.5,0,0,0,0.75,74.59,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
305,0.12,2,0.75,0.045,0.03,17,0,10.5,0,0,0,0,69.555,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304L,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
301,0.15,2,1,0.045,0.03,16,0,6,0.1,0,0,0,74.675,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304LN,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304N,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
321,0.08,2,0.75,0.045,0.03,17,0,9,0.1,0.9,0,0,70.095,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
347,0.08,2,0.75,0.045,0.03,17,0,9,0,0,0.8,0,70.295,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,68.995,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316L,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316LN,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
317L,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
317LN,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
329,0.08,1,0.75,0.04,0.03,23,1,2,0,0,0,0,72.1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
S31803,0.03,2,1,0.03,0.02,21,2.5,4.5,0.08,0,0,0,68.84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316Ti,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0.9,0,0,68.095,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316Cb,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0.8,0,68.195,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
403,0.15,1,0.5,0.04,0.03,11.5,0,0.6,0,0,0,0,86.18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
405,0.08,1,1,0.04,0.03,11.5,0,0.6,0,0,0,0.1,85.65,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
S41050,0.04,1,1,0.045,0.03,10.5,0,0.6,0.1,0,0,0,86.685,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
416,0.15,1.25,1,0.06,0.35,12,0,0,0,0,0,0,85.19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
410,0.15,1,1,0.04,0.03,11.5,0,0.75,0,0,0,0,85.53,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
420,0.15,1,1,0.04,0.03,12,0.5,0.75,0,0,0,0,84.53,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
430F,0.12,1.3,1,0.06,0.35,16,0,0,0,0,0,0,81.17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
440C,1.2,1,1,0.04,0.03,16,0.75,0,0,0,0,0,79.98,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
S41500,0.05,1,0.6,0.03,0.03,11.5,0.5,3.5,0,0,0,0,82.79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
409,0.03,1,1,0.04,0.02,11.5,0,0.5,0.03,0.36,0.17,0,85.35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
430,0.12,1,1,0.04,0.03,16,0,0.75,0,0,0,0,81.06,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
431,0.2,1,1,0.04,0.03,15,0,1.25,0,0,0,0,81.48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
303,0.15,2,1,0.2,0.35,17,0,8,0,0,0,0,71.3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
441,0.03,1,1,0.04,0.03,17.5,0,1,0.03,0.1,0.3,0,78.97,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Severe,0
434,0.12,1,1,0.04,0.03,16,0.75,0,0,0,0,0,81.06,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
630,0.07,1,1,0.04,0.03,15,0,3,0,0,0.15,0,79.71,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
631,0.09,1,1,0.04,0.03,16,0,6.5,0,0,0,0.75,74.59,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
304,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
305,0.12,2,0.75,0.045,0.03,17,0,10.5,0,0,0,0,69.555,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
304L,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
301,0.15,2,1,0.045,0.03,16,0,6,0.1,0,0,0,74.675,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
304LN,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
304N,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
321,0.08,2,0.75,0.045,0.03,17,0,9,0.1,0.9,0,0,70.095,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
347,0.08,2,0.75,0.045,0.03,17,0,9,0,0,0.8,0,70.295,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Poor,0
316,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,68.995,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316L,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316LN,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
317L,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
317LN,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
329,0.08,1,0.75,0.04,0.03,23,1,2,0,0,0,0,72.1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
S31803,0.03,2,1,0.03,0.02,21,2.5,4.5,0.08,0,0,0,68.84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316Ti,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0.9,0,0,68.095,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
316Cb,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0.8,0,68.195,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,0
403,0.15,1,0.5,0.04,0.03,11.5,0,0.6,0,0,0,0,86.18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
405,0.08,1,1,0.04,0.03,11.5,0,0.6,0,0,0,0.1,85.65,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
S41050,0.04,1,1,0.045,0.03,10.5,0,0.6,0.1,0,0,0,86.685,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
416,0.15,1.25,1,0.06,0.35,12,0,0,0,0,0,0,85.19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
410,0.15,1,1,0.04,0.03,11.5,0,0.75,0,0,0,0,85.53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
420,0.15,1,1,0.04,0.03,12,0.5,0.75,0,0,0,0,84.53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
430F,0.12,1.3,1,0.06,0.35,16,0,0,0,0,0,0,81.17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
440C,1.2,1,1,0.04,0.03,16,0.75,0,0,0,0,0,79.98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
S41500,0.05,1,0.6,0.03,0.03,11.5,0.5,3.5,0,0,0,0,82.79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
409,0.03,1,1,0.04,0.02,11.5,0,0.5,0.03,0.36,0.17,0,85.35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
430,0.12,1,1,0.04,0.03,16,0,0.75,0,0,0,0,81.06,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
431,0.2,1,1,0.04,0.03,15,0,1.25,0,0,0,0,81.48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
303,0.15,2,1,0.2,0.35,17,0,8,0,0,0,0,71.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
441,0.03,1,1,0.04,0.03,17.5,0,1,0.03,0.1,0.3,0,78.97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Good,0
434,0.12,1,1,0.04,0.03,16,0.75,0,0,0,0,0,81.06,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
630,0.07,1,1,0.04,0.03,15,0,3,0,0,0.15,0,79.71,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
631,0.09,1,1,0.04,0.03,16,0,6.5,0,0,0,0.75,74.59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
305,0.12,2,0.75,0.045,0.03,17,0,10.5,0,0,0,0,69.555,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304L,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
301,0.15,2,1,0.045,0.03,16,0,6,0.1,0,0,0,74.675,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304LN,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
304N,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
321,0.08,2,0.75,0.045,0.03,17,0,9,0.1,0.9,0,0,70.095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
347,0.08,2,0.75,0.045,0.03,17,0,9,0,0,0.8,0,70.295,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,68.995,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316L,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316LN,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
317L,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
317LN,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
329,0.08,1,0.75,0.04,0.03,23,1,2,0,0,0,0,72.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
S31803,0.03,2,1,0.03,0.02,21,2.5,4.5,0.08,0,0,0,68.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316Ti,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0.9,0,0,68.095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
316Cb,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0.8,0,68.195,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Resistant,0
403,0.15,1,0.5,0.04,0.03,11.5,0,0.6,0,0,0,0,86.18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
405,0.08,1,1,0.04,0.03,11.5,0,0.6,0,0,0,0.1,85.65,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
S41050,0.04,1,1,0.045,0.03,10.5,0,0.6,0.1,0,0,0,86.685,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
416,0.15,1.25,1,0.06,0.35,12,0,0,0,0,0,0,85.19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
410,0.15,1,1,0.04,0.03,11.5,0,0.75,0,0,0,0,85.53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
420,0.15,1,1,0.04,0.03,12,0.5,0.75,0,0,0,0,84.53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
430F,0.12,1.3,1,0.06,0.35,16,0,0,0,0,0,0,81.17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
440C,1.2,1,1,0.04,0.03,16,0.75,0,0,0,0,0,79.98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
S41500,0.05,1,0.6,0.03,0.03,11.5,0.5,3.5,0,0,0,0,82.79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
409,0.03,1,1,0.04,0.02,11.5,0,0.5,0.03,0.36,0.17,0,85.35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
430,0.12,1,1,0.04,0.03,16,0,0.75,0,0,0,0,81.06,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
431,0.2,1,1,0.04,0.03,15,0,1.25,0,0,0,0,81.48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
303,0.15,2,1,0.2,0.35,17,0,8,0,0,0,0,71.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
441,0.03,1,1,0.04,0.03,17.5,0,1,0.03,0.1,0.3,0,78.97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Severe,0
434,0.12,1,1,0.04,0.03,16,0.75,0,0,0,0,0,81.06,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
630,0.07,1,1,0.04,0.03,15,0,3,0,0,0.15,0,79.71,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
631,0.09,1,1,0.04,0.03,16,0,6.5,0,0,0,0.75,74.59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
304,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
305,0.12,2,0.75,0.045,0.03,17,0,10.5,0,0,0,0,69.555,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
304L,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
301,0.15,2,1,0.045,0.03,16,0,6,0.1,0,0,0,74.675,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
304LN,0.03,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,71.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
304N,0.08,2,0.75,0.045,0.03,18,0,8,0.1,0,0,0,70.995,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
321,0.08,2,0.75,0.045,0.03,17,0,9,0.1,0.9,0,0,70.095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
347,0.08,2,0.75,0.045,0.03,17,0,9,0,0,0.8,0,70.295,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Poor,0
316,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,68.995,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
316L,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
316LN,0.03,2,0.75,0.045,0.03,16,2,10,0.1,0,0,0,69.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
317L,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
317LN,0.03,2,0.75,0.045,0.03,18,3,11,0.1,0,0,0,65.045,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
329,0.08,1,0.75,0.04,0.03,23,1,2,0,0,0,0,72.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
S31803,0.03,2,1,0.03,0.02,21,2.5,4.5,0.08,0,0,0,68.84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
316Ti,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0.9,0,0,68.095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
316Cb,0.08,2,0.75,0.045,0.03,16,2,10,0.1,0,0.8,0,68.195,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8,Good,0
403,0.15,1,0.5,0.04,0.03,11.5,0,0.6,0,0,0,0,86.18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
405,0.08,1,1,0.04,0.03,11.5,0,0.6,0,0,0,0.1,85.65,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
S41050,0.04,1,1,0.045,0.03,10.5,0,0.6,0.1,0,0,0,86.685,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
416,0.15,1.25,1,0.06,0.35,12,0,0,0,0,0,0,85.19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
410,0.15,1,1,0.04,0.03,11.5,0,0.75,0,0,0,0,85.53,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
420,0.15,1,1,0.04,0.03,12,0.5,0.75,0,0,0,0,84.53,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
430F,0.12,1.3,1,0.06,0.35,16,0,0,0,0,0,0,81.17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
440C,1.2,1,1,0.04,0.03,16,0.75,0,0,0,0,0,79.98,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
S41500,0.05,1,0.6,0.03,0.03,11.5,0.5,3.5,0,0,0,0,82.79,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
409,0.03,1,1,0.04,0.02,11.5,0,0.5,0.03,0.36,0.17,0,85.35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Good,1
430,0.12,1,1,0.04,0.03,16,0,0.75,0,0,0,0,81.06,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Resistant,1
431,0.2,1,1,0.04,0.03,15,0,1.25,0,0,0,0,81.48,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Resistant,1
303,0.15,2,1,0.2,0.35,17,0,8,0,0,0,0,71.3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,Resistant,1
